group,seq,dimension,content,score,magnitude
3,372,sender,Where is freedom static?,-0.4,0.4
3,373,sender,Static.,-0.2,0.2
3,374,sender,it was on my Visual Studio like stati.,0,0
3,375,sender,In yours I see that it's correct but.,-0.2,0.2
3,376,sender,So strange.,-0.3,0.3
3,377,sender,So strange.,-0.3,0.3
3,378,sender,So we had to use this live share one share or it's optional?,-0.2,0.2
3,379,sender,OK.,0.5,0.5
3,380,sender,I didn't like it.,-0.9,0.9
3,381,sender,Everything looks good in your page.,0.9,0.9
3,382,sender,Your screen.,-0.1,0.1
3,383,sender,Can you test it?,-0.1,0.1
3,384,sender,And do you mean would would?,0,0
3,385,sender,Do you wanna from me to test ?,0,0
3,386,sender,It's possible to run this file?,0,0
3,387,sender,If Not possible.,-0.3,0.3
3,388,sender,No need to continue.,-0.3,0.3
3,389,sender,We have to set the environment.,-0.2,0.2
3,390,sender,Do you want one of from me to run this code?,-0.2,0.2
3,391,sender,I did several times.,0,0
3,392,sender,What you see?,-0.1,0.1
3,393,sender,Five past two must be defined.,0,0
3,394,sender,"OK, let's maybe it's because of upper and changing.",-0.1,0.1
3,395,sender,"Now you can run it  It's OK, you see the input?",0.1,0.1
3,396,sender,Is there no problem?,0,0
3,397,sender,"You should see Three, in the console You don't see.",-0.1,0.1
3,398,sender,"OK, great.",0.7,0.7
3,399,sender,Now we can do that.,0.6,0.6
3,400,sender,OK.,0.5,0.5
3,401,sender,OK.,0.5,0.5
3,402,sender,OK.,0.5,0.5
3,403,sender,OK.,0.5,0.5
3,404,sender,"Now, we have to think about the solution.",-0.3,0.3
3,405,sender,"I found One solution, but I'm not sure it.",-0.1,0.1
3,406,sender,Oh.,0.2,0.2
3,407,sender,we can convert it to string then say our inputs 375 OK and.,0.1,0.1
3,408,sender,Get all the digits.,0.4,0.4
3,409,sender,And.,-0.1,0.1
3,410,sender,Oh.,0.2,0.2
3,411,sender,Calculate them.,0.3,0.3
3,412,sender,Let's repeat it until the digit is 1.,-0.2,0.2
3,413,sender,"Uh, one digit  is there.",0,0
3,414,sender,"OK, but this is my solution we can try.",0,0
3,415,sender,OK.,0.5,0.5
3,416,sender,3,0,0
3,417,sender,Then.,-0.1,0.1
3,418,sender,This number.,0,0
3,419,sender,value okay.,0.6,0.6
3,420,sender,3 value of.,0,0
3,421,sender,And while while Um.,-0.2,0.2
3,422,sender,Great the number than 1.,0.8,0.8
3,423,sender,Then one yes.,0.2,0.2
3,424,sender,"Yeah, if it's one.",0,0
3,425,sender,"Then it will be, yeah, we will return this one back.",-0.7,0.7
3,426,sender,"This one but uh, connecting to int.",-0.2,0.2
3,427,sender,OK.,0.5,0.5
3,428,sender,"Uh,string to int in java  clean.",0.3,0.3
3,429,sender,integer parse it?,0,0
3,430,sender,Why you can't see mine?,-0.7,0.7
3,431,sender,Of course.,0,0
3,432,sender,value of this one yes.,0.8,0.8
3,433,sender,now.,-0.1,0.1
3,434,sender,We will check.,-0.1,0.1
3,435,sender,"Uh, let's say this is 325.",-0.3,0.3
3,436,sender,Hmm.,0,0
3,437,sender,Oh.,0.2,0.2
3,438,sender,Str number.,0,0
3,439,sender,Then you're getting the length.,0,0
3,440,sender,Hmm.,0,0
3,441,sender,Is it in?,0,0
3,442,sender,And.,-0.1,0.1
3,443,sender,Oh.,0.2,0.2
3,444,sender,And.,-0.1,0.1
3,445,sender,OK.,0.5,0.5
3,446,sender,And.,-0.1,0.1
3,447,sender,for.,0.1,0.1
3,448,sender,Yes.,0.4,0.4
3,449,sender,Umm.,0.2,0.2
3,450,sender,"OK, OK.",0.5,0.5
3,451,sender,OK.,0.5,0.5
3,452,sender,OK.,0.5,0.5
3,453,sender,"And yes, zero.",-0.6,0.6
3,454,sender,"Yes and 10 equal, yes.",0.4,0.4
3,455,sender,Str number.,0,0
3,456,sender,"Uh, this one?",-0.4,0.4
3,457,sender,I'm getting this from here.,0,0
3,458,sender,put  In this inside.,0,0
3,459,sender,Maybe i yes.,0.4,0.4
3,460,sender,Uh.,0,0
3,461,sender,Let us do it one.,0,0
3,462,sender,Yeah.,0.7,0.7
3,463,sender,"OK, after all of them, Str number again will be this one.",0,0
3,464,sender,"Uh, no, not this one.",-0.5,0.5
3,465,sender,Yes.,0.4,0.4
3,466,sender,Uh.,0,0
3,467,sender,Of not str.,-0.4,0.4
3,468,sender,"Yeah, this one.",0.3,0.3
3,469,sender,Will be 10.,0.8,0.8
3,470,sender,next.,-0.2,0.2
3,471,sender,It should work like that.,-0.3,0.3
3,472,sender,Let's say we accept 325 yes no string  325 because length more than one we entered here.,0,0
3,473,sender,"Uh, we get blanks.",-0.6,0.6
3,474,sender,No need to do this one.,-0.6,0.6
3,475,sender,You can put it here.,0.2,0.2
3,476,sender,"Now we said some be OK 1,10th no, we are calculating it's 3.",-0.2,0.2
3,477,sender,3,0,0
3,478,sender,"This is 3,3,2,6, yes, 35, yes.",0.1,0.1
3,479,sender,Thank you.,0.8,0.8
3,480,sender,Then will be 30.,0,0
3,481,sender,Yes.,0.4,0.4
3,482,sender,Now our new number is Str number is 13.,0,0
3,483,sender,Yes.,0.4,0.4
3,484,sender,And he explained more than one.,0.3,0.3
3,485,sender,"Yes, it's more than one.",0.4,0.4
3,486,sender,Yeah.,0.7,0.7
3,487,sender,Can you test it with number?,0,0
3,488,sender,"Result to, set, theory.",0,0
3,489,sender,again  is something.,-0.1,0.1
3,490,sender,What you see .,0,0
3,491,sender,What you see in your screen.,-0.1,0.1
3,492,sender,"Uh, no, no, no.",-0.5,0.5
3,493,sender,"Maybe there is bug, but.",-0.3,0.3
3,494,sender,What I see?,0,0
3,495,sender,Uh.,0,0
3,496,sender,"OK, return inside you can't be resolved.",-0.5,0.5
3,497,sender,Mm-hmm.,0,0
3,498,sender,"Return integer vwhere is return integer, return this one this.",-0.7,0.7
3,499,sender,"Oh, can't be resolved.",-0.8,0.8
3,500,sender,It's not working.,-0.9,0.9
3,501,sender,Maybe this is not working.,-0.8,0.8
3,502,sender,This is not correct.,-0.8,0.8
3,503,sender,Let's do this one.,0.2,0.2
3,504,sender,"integer this one, this one?",-0.3,0.3
3,505,sender,Not not right.,-0.7,0.7
3,506,sender,OK.,0.5,0.5
3,507,sender,You do?,0,0
3,508,sender,What  integer ?,-0.1,0.1
3,509,sender,You entered as input.,-0.1,0.1
3,510,sender,"OK, this one OK.",0,0
3,511,sender,It should return five.,-0.4,0.4
3,512,sender,Who did you?,-0.1,0.1
3,513,sender,It returned five.,-0.2,0.2
3,514,sender,What is  the problem.,-0.5,0.5
3,515,sender,"type of expression must be an array type, but it is resolved str string.",0.1,0.1
3,516,sender,Where it should be array type.  is it different than mine?,-0.3,0.3
3,517,sender,Can you change what you see here?,-0.1,0.1
3,518,sender,"OK, just click again.",0.1,0.1
3,519,sender,Run.,-0.3,0.3
3,520,sender,And what you see here is the same as yours.,-0.2,0.2
3,521,sender,can you drop down?,-0.2,0.2
3,522,sender,Is is this all are the same as I see in your screen  where should be array.,0,0
3,523,sender,"Oh, integer parse int.",0,0
3,524,sender,OK.,0.5,0.5
3,525,sender,"Uh, next time can give me.",-0.4,0.4
3,526,sender,"I.  we said that it's array or what happened, but we changed to it.",-0.2,0.2
3,527,sender,Hmm.,0,0
3,528,sender,"Then this multipation, month multipation.",-0.2,0.2
3,529,sender,"Then this one to one, it's one again.",0.1,0.1
3,530,sender,Again this is one.,0.2,0.2
3,531,sender,Yes.,0.4,0.4
3,532,sender,"Second time I'm getting five here and in 1,2,5,5, yes.",0.5,0.5
3,533,sender,Str number is string again.,-0.2,0.2
3,534,sender,This is number I'm converting into string and setting here.,0.2,0.2
3,535,sender,I this is not.,-0.5,0.5
3,536,sender,"This is uh, to get the string given the index and getting the number.",-0.2,0.2
3,537,sender,Yeah yes these one checking index this one.,0.3,0.3
3,538,sender,Maybe this is not working like that in the Java nokay this work in this way in C#.,-0.7,0.7
3,539,sender,Uh.,0,0
3,540,sender,Yeah.,0.7,0.7
3,541,sender,As.,0,0
3,542,sender,"OK, OK.",0.5,0.5
3,543,sender,I understand.,0,0
3,544,sender,Maybe it's not working in the Java.,-0.7,0.7
3,545,sender,You mean the you cannot write the index number as  we can change that structure.,-0.6,0.6
3,546,sender,But new char?,-0.2,0.2
3,547,sender,"OK, char at Ah OK, maybe not like that.",-0.4,0.4
3,548,sender,Char at In that.,-0.3,0.3
3,549,sender,"OK, I understand.",0.3,0.3
3,550,sender,Like this we should do like this.,0.8,0.8
3,551,sender,"OK, can you check?",0,0
3,552,sender,"Uh OK OK oh, char at was.",0.3,0.3
3,553,sender,Why?,-0.5,0.5
3,554,sender,But they also and this is converted.,0,0
3,555,sender,do you see char to how we call it.,-0.1,0.1
3,556,sender,How you can convert it to OK.,0,0
3,557,sender,This will be changed OK.,0,0
3,558,sender,Uh.,0,0
3,559,sender,Character get that value?,-0.2,0.2
3,560,sender,Something.,0.1,0.1
3,561,sender,What? value.,0,0
3,562,sender,Can you try?,-0.1,0.1
3,563,sender,Why?,-0.5,0.5
3,564,sender,Where?,0,0
3,565,sender,29..,0,0
3,566,sender,"OK, what do you see?",-0.1,0.1
3,567,sender,It's the same.,-0.1,0.1
3,568,sender,And there is a lot of string number cannot be resolved a lot of time strings.,-0.7,0.7
3,569,sender,String str number turn on the cannot be resolved where it's so.,-0.7,0.7
3,570,sender,"Oh yeah, we need to switch another task.",-0.2,0.2
3,571,sender,Let's do.,0.3,0.3
3,572,sender,for sure We need to.,0.4,0.4
3,573,sender,Let's switch to.,0,0
3,574,sender,"Actually, most of the logic of the program is done, but yeah, we need to switch.",-0.4,0.4
3,575,sender,I think.,0,0
3,576,sender,Unfortunately.,-0.8,0.8
3,577,sender,Let's do this.,0.3,0.3
3,578,sender,Actually we already overtime.,0,0
3,579,sender,"Because it's not about solving the task, it's about that how we are working together.",-0.6,0.6
3,580,sender,"So that's why,  it is about arrays.",-0.2,0.2
3,581,sender,we are going to beginning array..,0.2,0.2
3,582,sender,Want to the beginning of integers or job is to take the delay and find in an index end where the sum of the integer to the left of them.,-0.3,0.3
3,583,sender,"OK, is equal to the sum of integers to the right of them.",0,0
3,584,sender,If.,-0.1,0.1
3,585,sender,There is no index.,-0.8,0.8
3,586,sender,That would make this equal to minus one.,-0.6,0.6
3,587,sender,This one.,0,0
3,588,sender,"OK, let's say this is this.",-0.3,0.3
3,589,sender,"Your function will return the index three because at the third position of the array, the sum of the the website of the index one does not and some of the right and index both.",-0.3,0.3
3,590,sender,Equal.,0,0
3,591,sender,OK.,0.5,0.5
3,592,sender,"Ah, OK.",0.3,0.3
3,593,sender,did You got no.,-0.7,0.7
3,594,sender,"Alright, as input you had to find start from here and here you have to sum them in which point, If the will be the same if say, let's say here.",-0.2,0.2
3,595,sender,"These parts, sum of these parts are the same.",0,0
3,596,sender,Some of this part you can index of the four.,0,0
3,597,sender,OK.,0.5,0.5
3,598,sender,"Uh yeah, let's say oh, your function will return the index one because at the first position of the array.",-0.1,0.1
3,599,sender,"Uh, uh.",-0.1,0.1
3,600,sender,"Oh, this is a bit complex task.",-0.4,0.4
3,601,sender,What is it?,-0.1,0.1
3,602,sender,you see it here?.,-0.1,0.1
3,603,sender,yes.,0.6,0.6
3,604,sender,Then two.,0,0
3,605,sender,Minus 49.,-0.5,0.5
3,606,sender,Again one.,-0.1,0.1
3,607,sender,"Uh, there's a lot of uh.",-0.2,0.2
3,608,sender,And slow down.,-0.7,0.7
3,609,sender,"Yeah, it's still me.",0,0
3,610,sender,"OK, it gives more more example.",0.1,0.1
3,611,sender,"OK, that's fine.",0.4,0.4
3,612,sender,"You are given the area OK at index zero, the left side.",-0.2,0.2
3,613,sender,In a zero even OK the right side.,-0.6,0.6
3,614,sender,And minus.,-0.8,0.8
3,615,sender,They both are equal to Zero then add it.,0,0
3,616,sender,"OK, this type, the container and the arrays are equal to zero in this problem.",-0.3,0.3
3,617,sender,OK England 0 is place where the left side and right side are equal.,-0.1,0.1
3,618,sender,What does it mean?,0,0
3,619,sender,I didn't understand.,-0.7,0.7
3,620,sender,"I index, 0 is the place where the left.",-0.3,0.3
3,621,sender,"I. And right side   OK, 40,50,60.",0,0
3,622,sender,Minus 20 yes it means empty array equals to the zero.,-0.5,0.5
3,623,sender,Hmm.,0,0
3,624,sender,And this part also equals to the zero.,-0.2,0.2
3,625,sender,That means we have to return index 0.,-0.8,0.8
3,626,sender,Hmm.,0,0
3,627,sender,Hmm.,0,0
3,628,sender,I do.,0.1,0.1
3,629,sender,this part did you understand?.,-0.2,0.2
3,630,sender,"Yes, this is zero.",-0.6,0.6
3,631,sender,"Yes, calculate them that it will be zero.",-0.5,0.5
3,632,sender,"Yes, OK.",0.5,0.5
3,633,sender,"This is index zero, Right part of the index index zero is zero, yes.",-0.7,0.7
3,634,sender,Hmm.,0,0
3,635,sender,Left part of the index 0.,-0.5,0.5
3,636,sender,"Yes, there is no element  What did you say?",-0.5,0.5
3,637,sender,There is no element.,-0.7,0.7
3,638,sender,"Here it says If there is no element,then 0 it's.",-0.6,0.6
3,639,sender,"Yeah, OK, yes.",0.7,0.7
3,640,sender,That means we have to return return 0.,-0.8,0.8
3,641,sender,as a result we have to return exactly that index is right to left.,-0.5,0.5
3,642,sender,"OK, OK, let's do it.",0.1,0.1
3,643,sender,But how do you?,0,0
3,644,sender,Uh.,0,0
3,645,sender,So let find some solution.,-0.7,0.7
3,646,sender,I usually write on the paper is easy to.,0.8,0.8
3,647,sender,we can create some methods.,0,0
3,648,sender,But first we have to find some solution.,-0.4,0.4
3,649,sender,How?,0,0
3,650,sender,How calculate them?,-0.1,0.1
3,651,sender,"OK, maybe we can do like that.",0,0
3,652,sender,Let's say we started from index 0.,-0.4,0.4
3,653,sender,"Uh, current from left side.",-0.2,0.2
3,654,sender,To the right side to left side you have can calculate this one yes to check if it's equal to left side of the that selected index.,0,0
3,655,sender,Let's we didn't find it.,-0.5,0.5
3,656,sender,Then we can move one more and calculate from there to here to then calculate this part oh I understand.,0,0
3,657,sender,Hmm.,0,0
3,658,sender,But I'm sure  We will not finish on time.,-0.4,0.4
3,659,sender,it will return int.,-0.3,0.3
3,660,sender,Array.,0.1,0.1
3,661,sender,What should be our method name.,0,0
3,662,sender,Nice.,0.9,0.9
3,663,sender,OK.,0.5,0.5
3,664,sender,It accept int array.,0.3,0.3
3,665,sender,Let us say numbers.,-0.1,0.1
3,666,sender,Ok.,0.6,0.6
3,667,sender,We need 1/4.,-0.2,0.2
3,668,sender,"Int equal to zero.  and We need one more, one more.",0.3,0.3
3,669,sender,Maybe.,0,0
3,670,sender,You know.,0,0
3,671,sender,Numbers should be Here.,0.2,0.2
3,672,sender,There.,0.1,0.1
3,673,sender,Yeah.,0.7,0.7
3,674,sender,"Yeah, we are checking.",-0.1,0.1
3,675,sender,Hmm.,0,0
3,676,sender,OK.,0.5,0.5
3,677,sender,"I'm starting from right side of array, yes.",0.6,0.6
3,678,sender,Hmm.,0,0
3,679,sender,Until.,0,0
3,680,sender,Until end of the array?,0,0
3,681,sender,"OK,  OK.",0.5,0.5
3,682,sender,"And I have to sum them, yes, yes.",0.2,0.2
3,683,sender,Right side.,0,0
3,684,sender,You know.,0,0
3,685,sender,Right side.,0,0
3,686,sender,Plus.,0,0
3,687,sender,Number list.,0,0
3,688,sender,Again the same problem I can say like that or not.,-0.8,0.8
3,689,sender,Index of this one.,-0.1,0.1
3,690,sender,I do not know java accept it or not.,-0.2,0.2
3,691,sender,"No.  over there and yes, we can use.",0.1,0.1
3,692,sender,"Uh, it can you?",-0.1,0.1
3,693,sender,Give us use if probably.,-0.2,0.2
3,694,sender,Right.,0.3,0.3
3,695,sender,Yes.,0.4,0.4
3,696,sender,Umm.,0.2,0.2
3,697,sender,Oh.,0.2,0.2
3,698,sender,Hmm.,0,0
3,699,sender,"Oh, until it will reach, uh, two I selected yes, uh, I'm calculating right.",-0.5,0.5
3,700,sender,I'll clean this park.,0,0
3,701,sender,Yes.,0.4,0.4
3,702,sender,"Uh, again, other parts.",-0.1,0.1
3,703,sender,Left part.,-0.1,0.1
3,704,sender,Yes.,0.4,0.4
3,705,sender,Hmm.,0,0
3,706,sender,Hmm.,0,0
3,707,sender,"Right, not right.",-0.8,0.8
3,708,sender,Next time.,-0.1,0.1
3,709,sender,Next side index.,0,0
3,710,sender,Left side left side.,-0.5,0.5
3,711,sender,Here it should start from k from 0.,-0.3,0.3
3,712,sender,"Let's see this k from zero, but it will should be smaller than i.",-0.3,0.3
3,713,sender,"Hmm, yes, smaller than I. Uh, I am.",0,0
3,714,sender,What's the K?,0,0
3,715,sender,OK.,0.5,0.5
3,716,sender,And end of the calculator.,-0.1,0.1
3,717,sender,If.,-0.1,0.1
3,718,sender,Right side equal to left side.,0.1,0.1
3,719,sender,Then return.,-0.3,0.3
3,720,sender,"Yes, in other case.",-0.1,0.1
3,721,sender,In any other case.,-0.3,0.3
3,722,sender,You have to return minus 1.,-0.8,0.8
3,723,sender,OK.,0.5,0.5
3,724,sender,"No, no.",-0.6,0.6
3,725,sender,I didn't complete yet.,-0.4,0.4
3,726,sender,You know.,0,0
3,727,sender,And.,-0.1,0.1
3,728,sender,Oh.,0.2,0.2
3,729,sender,In Java method named lowercase..,0,0
3,730,sender,Yeah.,0.7,0.7
3,731,sender,System out println.,-0.5,0.5
3,732,sender,You know.,0,0
3,733,sender,Can you run it?,-0.2,0.2
3,734,sender,then I will see.,0,0
3,735,sender,Expected after this tokej.,-0.6,0.6
3,736,sender,"Simple man to complete expression, unresolved completion, segmental error on the token.",-0.3,0.3
3,737,sender,I'm not gonna be anything that.,-0.7,0.7
3,738,sender,Do you know what it shows?,0,0
3,739,sender,T.? Calculate equal side of array and underline certified.,0.1,0.1
3,740,sender,Can you drop down?,-0.2,0.2
3,741,sender,T. 10.,0.2,0.2
3,742,sender,H wait I will Do.,-0.2,0.2
3,743,sender,what it says 5.,0.6,0.6
3,744,sender,5 comes.,0.3,0.3
3,745,sender,could you see?,0,0
3,746,sender,"No, I don't see it.",-0.7,0.7
3,747,sender,comes three.,0,0
3,748,sender,It should be three.,-0.2,0.2
3,749,sender,"Yeah yes, it's three.",0.1,0.1
3,750,sender,Let's this this one also.,0,0
3,751,sender,"Uh, this one?",-0.4,0.4
3,752,sender,OK.,0.5,0.5
3,753,sender,"Um, one.",0,0
3,754,sender,"Yeah, it's it's it's working great.",0.9,0.9
3,755,sender,So our time is also up.,-0.1,0.1
3,1,whole conversation,OK let's start as we decided already.,-0.1,0.1
3,2,whole conversation,uh you are experienced so let's start first with you.,0,0
3,3,whole conversation,you are the driver and i can read the navigator for this task at least please and then we can see what we can do.,-0.1,0.1
3,4,whole conversation,"OK, let's start from the first task that we have to create  one function.",-0.3,0.3
3,5,whole conversation,"Which convert Unless  this style to this style, remove underscore or dash and make the first letter Uppercase.",-0.2,0.2
3,6,whole conversation,hmm OK.,0.6,0.6
3,7,whole conversation,Hmm.,0,0
3,8,whole conversation,Oh.,0.2,0.2
3,9,whole conversation,They gave this information that we will accept this as input or it will be inside.,0,0
3,10,whole conversation,We should decide each by ourselves or it doesn't matter?,-0.2,0.2
3,11,whole conversation,What was your question?,0,0
3,12,whole conversation,because I didn't understand it.,-0.7,0.7
3,13,whole conversation,"uh, they didn't say this is one will come as input or it will be just.",-0.7,0.7
3,14,whole conversation,Does a fixed static.,0,0
3,15,whole conversation,Ah. isn't written there?,-0.4,0.4
3,16,whole conversation,Complete metafunction converts.,0.5,0.5
3,17,whole conversation,And.,-0.1,0.1
3,18,whole conversation,I think this will be input.,0.1,0.1
3,19,whole conversation,Yeah.,0.7,0.7
3,20,whole conversation,OK.,0.5,0.5
3,21,whole conversation,So we'll be OK.,0.3,0.3
3,22,whole conversation,We can accept any input and output.,0.5,0.5
3,23,whole conversation,And what we will do here we will firstly change to the camel case and secondly we need to remove the underscore here.,-0.6,0.6
3,24,whole conversation,Yeah also dash then.,0,0
3,25,whole conversation,OK.,0.5,0.5
3,26,whole conversation,"Uh, yeah, also there is that ship.",0,0
3,27,whole conversation,Yeah.,0.7,0.7
3,28,whole conversation,"OK, nice.",0.7,0.7
3,29,whole conversation,Let's try one method here.,0.1,0.1
3,30,whole conversation,Didn't see.,-0.6,0.6
3,31,whole conversation,It will return a string.,-0.5,0.5
3,32,whole conversation,If it is so in java.,-0.1,0.1
3,33,whole conversation,Yes.,0.4,0.4
3,34,whole conversation,Again we are accepting one input.,-0.2,0.2
3,35,whole conversation,OK.,0.5,0.5
3,36,whole conversation,"Now, we should decide.",-0.1,0.1
3,37,whole conversation,Oh how to search inside the string that we can find if there is any dash or underscore?,0,0
3,38,whole conversation,hmm oh you can search if there is split method because it in c#.,-0.1,0.1
3,39,whole conversation,"We have a split method, I believe we have it in Java also.",0,0
3,40,whole conversation,We can Google.,0,0
3,41,whole conversation,We can use Google and get it.,0.2,0.2
3,42,whole conversation,the given regular?,-0.1,0.1
3,43,whole conversation,"OK, it also helps.",0.8,0.8
3,44,whole conversation,OK.,0.5,0.5
3,45,whole conversation,The stream split mental breaks during.,-0.7,0.7
3,46,whole conversation,"OK, let's try.",0,0
3,47,whole conversation,"Input string, Blah blah blah.",-0.1,0.1
3,48,whole conversation,OK.,0.5,0.5
3,49,whole conversation,here We should have a string array.,-0.2,0.2
3,50,whole conversation,"Uh, we should find which library we should import, because it will not come without importing.",-0.5,0.5
3,51,whole conversation,Let's see if it will.,0,0
3,52,whole conversation,OK.,0.5,0.5
3,53,whole conversation,"Oh, it doesn't.",-0.7,0.7
3,54,whole conversation,Correct.,0.8,0.8
3,55,whole conversation,Instead of us yes.,-0.6,0.6
3,56,whole conversation,yeah yeah OK.,0.8,0.8
3,57,whole conversation,Oh.,0.2,0.2
3,58,whole conversation,What should we import?,-0.1,0.1
3,59,whole conversation,We have to find it.,0,0
3,60,whole conversation,We can try like that.,0.1,0.1
3,61,whole conversation,First.,0.1,0.1
3,62,whole conversation,"Let's say you can't uh, first element of the array.",-0.3,0.3
3,63,whole conversation,Hmm.,0,0
3,64,whole conversation,We can.,-0.1,0.1
3,65,whole conversation,Maybe we need to write inside of class or?,-0.1,0.1
3,66,whole conversation,"Oh, please.",0.1,0.1
3,67,whole conversation,What did what do you have said?,0,0
3,68,whole conversation,Sorry.,-0.7,0.7
3,69,whole conversation,When you went there.,-0.1,0.1
3,70,whole conversation,Yeah.,0.7,0.7
3,71,whole conversation,And maybe we can write inside.,0,0
3,72,whole conversation,but here should be something important for file also.,-0.3,0.3
3,73,whole conversation,and then.,-0.1,0.1
3,74,whole conversation,No.,-0.6,0.6
3,75,whole conversation,Invoice.,0.2,0.2
3,76,whole conversation,Shouldn't be matter what makes.,-0.7,0.7
3,77,whole conversation,One shouldn't be matter.,-0.5,0.5
3,78,whole conversation,"Yeah, and the import file.",0,0
3,79,whole conversation,"Yeah, here.",0.4,0.4
3,80,whole conversation,I believe we should import some files here.,0,0
3,81,whole conversation,For example to use string here should be some important files that you can use string Please.,-0.2,0.2
3,82,whole conversation,This is yet to come.,-0.6,0.6
3,83,whole conversation,What do you say?,-0.1,0.1
3,84,whole conversation,Is it allowed to check from eclipse?,0,0
3,85,whole conversation,"Yeah, yeah, everything.",0.3,0.3
3,86,whole conversation,Yes.,0.4,0.4
3,87,whole conversation,Huh.,-0.5,0.5
3,88,whole conversation,How many minutes we have?,0,0
3,89,whole conversation,We have 8 minutes for this task.,-0.5,0.5
3,90,whole conversation,Maybe we.,0,0
3,91,whole conversation,OK.,0.5,0.5
3,92,whole conversation,It's OK.,0.1,0.1
3,93,whole conversation,It's OK.,0.1,0.1
3,94,whole conversation,Yeah.,0.7,0.7
3,95,whole conversation,Oh.,0.2,0.2
3,96,whole conversation,"Here it's it's OK, but there.",-0.1,0.1
3,97,whole conversation,Doesn't.,-0.7,0.7
3,98,whole conversation,Wait.,-0.1,0.1
3,99,whole conversation,I will Package.,0,0
3,100,whole conversation,"For example, we already installed all needed packages.",-0.2,0.2
3,101,whole conversation,Or we should we can add more packages.,-0.1,0.1
3,102,whole conversation,I guess I already did.,-0.1,0.1
3,103,whole conversation,Oh.,0.2,0.2
3,104,whole conversation,Check.,0,0
3,105,whole conversation,"Yeah, it's it's already installed.",-0.1,0.1
3,106,whole conversation,OK.,0.5,0.5
3,107,whole conversation,Hmm.,0,0
3,108,whole conversation,"So, uh, let's go step by step.",0,0
3,109,whole conversation,Maybe we can.,0.1,0.1
3,110,whole conversation,Visual studio code java.,0,0
3,111,whole conversation,Here.,0,0
3,112,whole conversation,Install new according package for Java.,0,0
3,113,whole conversation,You know.,0,0
3,114,whole conversation,we need some quick starter.,-0.2,0.2
3,115,whole conversation,We did it.,0,0
3,116,whole conversation,We didn't.,-0.5,0.5
3,117,whole conversation,"I mean, we can copy from here this grass quick start or could we go?",0,0
3,118,whole conversation,Who opened this project for us?,0,0
3,119,whole conversation,They they used this product.,-0.1,0.1
3,120,whole conversation,"No, no, no, no, I didn't.",-0.7,0.7
3,121,whole conversation,Ah.,0,0
3,122,whole conversation,maybe we can start from create new project.,0,0
3,123,whole conversation,"Yeah, we can do.",0.5,0.5
3,124,whole conversation,"Yeah, yeah.",0.7,0.7
3,125,whole conversation,"We can do the first, OK.",0,0
3,126,whole conversation,Hmm.,0,0
3,127,whole conversation,"New, but new.",0.1,0.1
3,128,whole conversation,New York.,0.2,0.2
3,129,whole conversation,I'm.,0,0
3,130,whole conversation,Yeah.,0.7,0.7
3,131,whole conversation,Maybe because of that I shared this one I need to.,-0.1,0.1
3,132,whole conversation,And and able to create a folder and I need to check let me check.,-0.3,0.3
3,133,whole conversation,OK.,0.5,0.5
3,134,whole conversation,yes.,0.6,0.6
3,135,whole conversation,I am sharing.,0,0
3,136,whole conversation,"Yeah, yeah, this is.",0.4,0.4
3,137,whole conversation,What was that?,0,0
3,138,whole conversation,Uh.,0,0
3,139,whole conversation,I'm putting it back but good.,0.4,0.4
3,140,whole conversation,Start from creating new projects and go from there.,0.2,0.2
3,141,whole conversation,OK.,0.5,0.5
3,142,whole conversation,why didn't you want to create a new project?,-0.2,0.2
3,143,whole conversation,Oh.,0.2,0.2
3,144,whole conversation,"This is, this might not be your project yet.",-0.1,0.1
3,145,whole conversation,"Uh, actually no.",-0.7,0.7
3,146,whole conversation,"Uh, we can uh.",0,0
3,147,whole conversation,Here we can create different project like a folder and on the folder file.,0.4,0.4
3,148,whole conversation,"Structure should be like that, but project normally then I'm creating new project.",0.1,0.1
3,149,whole conversation,Umm.,0.2,0.2
3,150,whole conversation,Here I don't know how it's in Java but but in C# under solution you can create a lot of projects like project file extension for example.,0.3,0.3
3,151,whole conversation,It can be console projects.,0,0
3,152,whole conversation,Just console will show like this.,0.6,0.6
3,153,whole conversation,This is console project for example.,0,0
3,154,whole conversation,Displayed in the console.,-0.1,0.1
3,155,whole conversation,"Yeah, there.",0.3,0.3
3,156,whole conversation,"Uh, you know.",-0.2,0.2
3,157,whole conversation,"Uh, here.",-0.2,0.2
3,158,whole conversation,"There is a reason it's yes, and there is some appeared icons, you see.",0,0
3,159,whole conversation,Oh.,0.2,0.2
3,160,whole conversation,Are you managing?,-0.1,0.1
3,161,whole conversation,Are you?,0,0
3,162,whole conversation,Anything.,0.7,0.7
3,163,whole conversation,You know that?,0,0
3,164,whole conversation,The only one.,0.3,0.3
3,165,whole conversation,"Because I, uh, you couldn't.",-0.6,0.6
3,166,whole conversation,"No, no, I don't like what I'm doing.",-0.8,0.8
3,167,whole conversation,"No, I'm not doing anything.",-0.7,0.7
3,168,whole conversation,I'm just saying I'm working your screen.,-0.3,0.3
3,169,whole conversation,What you share right now with me there are in live share in the on the explorer.,0,0
3,170,whole conversation,There up to my blog there is life share Workspace live share with bold letters.,0.1,0.1
3,171,whole conversation,Here some there is add folder option.,0,0
3,172,whole conversation,"One one more quick, one more time.",0.3,0.3
